Household_Id	Acres [EUPATH_0000026]	Acres categorization [EUPATH_0020221]	Air bricks [EUPATH_0000018]	Air bricks count [EUPATH_0042035]	Air bricks covered [EUPATH_0042023]	Air bricks open to outside [EUPATH_0042024]	Animal-drawn cart [EUPATH_0000166]	Asked permission for IRS in last 12 months [EUPATH_0020224]	Bank account [EUPATH_0000167]	Bed [ENVO_00000501]	Bed type [EUPATH_0042025]	Bednet count [EUPATH_0020225]	Bicycle [ENVO_01000614]	Boat with a motor [EUPATH_0000179]	Boat without a motor [EUPATH_0000170]	Car or truck [EUPATH_0000171]	Cassette player [ENVO_01000578]	Chair [ENVO_01000586]	Clock [ENVO_01000596]	Community health worker has malaria medication [EUPATH_0020229]	Community health worker present [EUPATH_0020230]	Community leader [EUPATH_0042015]	Cooking fuel [EUPATH_0000023]	Country [ENVO_00000009]	Cupboard [ENVO_01000595]	Don't know [EUPATH_0042017]	Drinking water source [ENVO_00003064]	Dwelling type [ENVO_01000744]	Eaves [ENVO_01000825]	Eaves covered [EUPATH_0042021]	Eaves open to outside [EUPATH_0042022]	Electricity [EUPATH_0021084]	Floor material [EUPATH_0000006]	Floor material type [EUPATH_0042036]	Food problems per week [EUPATH_0000029]	Health facility distance (km) [EUPATH_0020213]	Health worker or community medicine distributor [EUPATH_0042013]	Household ITNs [EUPATH_0044136]	Household bednets [EUPATH_0020232]	Household data collection date [EUPATH_0021085]	Household visit status [EUPATH_0025075]	Household wealth index, categorical [EUPATH_0000143]	Human waste facilities [EUPATH_0000335]	Landline phone [ENVO_01000582]	Latrine type [EUPATH_0025085]	Lighting source [OBI_0400065]	Market distance (km) [EUPATH_0020215]	Meals per day [EUPATH_0000027]	Meals per day categorization [EUPATH_0020237]	Meat meals per week [EUPATH_0000028]	Meat meals per week categorization [EUPATH_0020238]	Mobile phone [ENVO_01000581]	Motorcycle or scooter [ENVO_01000615]	Neighbour, relative, or friend [EUPATH_0042014]	Newspaper or leaflet [EUPATH_0042012]	Other [EUPATH_0042018]	Persons <5 years sleeping in same bed count [EUPATH_0042030]	Persons <5 years sleeping in same room count [EUPATH_0042027]	Persons sleeping in same bed count [EUPATH_0042029]	Persons sleeping in same room count [EUPATH_0042026]	Radio [ENVO_01000577]	Radio [EUPATH_0042010]	Received IRS message in last 12 months [EUPATH_0042008]	Refrigerator [ENVO_01000583]	Roof material [EUPATH_0000003]	Roof material type [EUPATH_0025047]	Room entryways count [EUPATH_0042019]	Room windows count [EUPATH_0042020]	Sleeping places count [EUPATH_0000201]	Sleeping places in same room count [EUPATH_0042028]	Sleeping rooms in dwelling count [EUPATH_0000025]	Sofa [ENVO_01000588]	TV [EUPATH_0042011]	Table [ENVO_01000584]	Television [ENVO_01000579]	Transit to health facility [EUPATH_0020217]	Village public adress system [EUPATH_0042016]	Wall material [EUPATH_0000009]	Wall material type [EUPATH_0025167]	Watch [EUPATH_0000186]
h_30168	4	3 or more	No				No	No	No	Yes	On a mattress/mat on the ground	5	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Seldom	1		Yes	ITN	2016-12-04	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	0	0	Yes	No				1	1	1	1	No		No	No	Iron sheets	Iron sheets/wood	1	1	9	2	4	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30648	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	No bednet	2017-05-23	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	2	2 or less	0	0	No	No				0	0	0	3	No		No	No	Thatched	Thatched	1	0	7	2	3	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30511	0	None	Yes	1	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	Yes		Protected spring	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Sometimes	1		No	Untreated bednet	2017-04-17	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	3	2 or more	Yes	No				1	1	1	2	No		No	No	Iron sheets	Iron sheets/wood	1	0	6	2	3	Yes		Yes	No	Bicycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30749	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected well in yard/compound	Traditional	Eaves present	Partially covered	No	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-06-06	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Firewood	0	2	2 or less	1	1	Yes	No				0	0	0	2	No		No	No	Thatched	Thatched	1	0	1	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30231	4	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	6		Yes	ITN	2016-11-04	Completed	Poorest	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	2	2 or less	0	0	No	No				1	1	1	2	No		No	No	Thatched	Thatched	1	1	12	2	5	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30022	1	<= 2	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	Yes	Yes	No		No		Charcoal	Uganda	No		Open public well	Modern	Eaves not present	Partially covered	No	No	Earth or sand	Earth	Never	2		No	No bednet	2016-10-15	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	2	2	2 or less	1	1	Yes	No				1	1	1	4	Yes		No	No	Thatched	Thatched	1	1	2	2	1	Yes		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30740	1	<= 2	Yes	1	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	4		No	No bednet	2017-07-07	Completed	Middle	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	2	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	2	5	4	1	2	No		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30374	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Always	3		No	Untreated bednet	2017-01-30	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	1	2 or less	0	0	No	No				2	2	2	2	No		No	No	Iron sheets	Iron sheets/wood	1	1	1	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30151	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected spring	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Seldom	2		No	Untreated bednet	2016-11-16	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	No				0	2	0	2	No		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	2	No		Yes	No	Bicycle		Mud and poles	Thatched or mud	No
h_30820	0	None	Yes	1	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	Yes	No	Yes	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves not present	Partially covered	No	Yes	Cement/concrete	Concrete/wood/stones	Never	0		No	No bednet	2017-07-29	Completed	Least poor	Covered pit latrine w/slab	No	VIP or covered pit latrine	Electricity	0	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	6	1	6	Yes		Yes	Yes	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30158	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Protected public well	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1	No	Yes	ITN	2016-11-05	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	2	2 or more	Yes	No	No	No	No	0	0	1	1	Yes	Yes	Yes	No	Thatched	Thatched	1	1	1	1	1	Yes	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30289	5	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	0		No	Bednet - treatment unknown	2016-12-10	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	3	3 or more	1	1	Yes	No				1	1	2	2	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30431	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth or sand	Earth	Never	4		No	No bednet	2017-04-26	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	3	3	3 or more	3	2 or more	Yes	No				2	2	1	3	Yes		No	No	Thatched	Thatched	1	1	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30257		3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	Yes		No		Charcoal	Uganda	Yes		Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	2		No	Untreated bednet	2016-12-09	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	0	3	3 or more	9	2 or more	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	2	2	1	1	3	No		Yes	No	Car/motorcycle		Mud and plaster (no poles)	Plaster or cement	No
h_30813	0	None	Yes	6+	Partially covered	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	Yes		No	Yes	LPG/natural gas	Uganda	Yes	No	Piped into yard/compound	Modern	Eaves not present			Yes	Cement/concrete	Concrete/wood/stones	Never	3	No	Yes	ITN	2017-07-10	Completed	Least poor	Vip latrine	No	VIP or covered pit latrine	Electricity	2	3	3 or more	2	2 or more	Yes	Yes	No	No	No	0	0	1	1	Yes	Yes	Yes	Yes	Iron sheets	Iron sheets/wood	1	2	3	1	2	Yes	No	Yes	Yes	Car/motorcycle	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30771	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	No	No	Earth and dung	Earth	Sometimes	3		No	No bednet	2017-06-09	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	4	2	2 or less	0	0	No	No				1	1	1	3	No		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30160	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	3		No	Untreated bednet	2016-11-08	Completed	Middle	No toilet	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	0	0	Yes	Yes				2	2	0	3	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30191	0	None	Yes	2	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected public well	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Never	0		Yes	ITN	2017-02-27	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	3	3 or more	1	1	Yes	No				0	0	1	5	Yes		No	No	Iron sheets	Iron sheets/wood	2	1	3	3	2	Yes		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30584																								Uganda														No	Bednet - treatment unknown	2017-04-06	Mother did not return for visits and provided incomplete directions																																							
h_30718	0	None	Yes	1	Partially covered	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	1	No	No	No	No	Yes	Yes	No		No		Charcoal	Uganda	No		Borehole	Modern	Eaves not present			Yes	Cement/concrete	Concrete/wood/stones	Seldom	98		No	No bednet	2017-06-26	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Electricity	0	3	3 or more	2	2 or more	Yes	No				0	1	1	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	2	2	2	1	Yes		Yes	Yes	Public transport (bus, taxi)		Burnt bricks with plaster/cement	Plaster or cement	No
h_30017	2	<= 2	Yes	6+	Open	Yes	No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No	No	Charcoal	Uganda	No	No	Borehole	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Never	0	No	Yes	ITN	2016-10-02	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	0	3	3 or more	1	1	Yes	No	Yes	No	No	1	1	2	2	No	No	Yes	No	Iron sheets	Iron sheets/wood	2	1	3	1	2	Yes	No	Yes	No	Walking	No	Burnt bricks with plaster/cement	Plaster or cement	No
h_30826	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Modern	Eaves not present	Partially covered	No	No	Earth and dung	Earth	Sometimes	4		No	No bednet	2017-08-06	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	1	1	Yes	No				0	0	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	2	4	2	1	2	Yes		Yes	No	Car/motorcycle		Burnt bricks with mud	Thatched or mud	No
h_30506	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Protected spring	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Never	0		No	Untreated bednet	2017-04-18	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				0	0	1	3	No		No	No	Thatched	Thatched	1	0	4	2	2	Yes		Yes	No	Walking		Un-burnt bricks with plaster/cement	Plaster or cement	No
h_30777	3	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-07-25	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	1	1	Yes	Yes				1	1	1	2	Yes		No	No	Thatched	Thatched	1	2	3	1	2	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30355	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected well in yard/compound	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-01-20	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	2	2	2 or less	0	0	Yes	No				1	1	1	4	No		No	No	Thatched	Thatched	1	0	2	2	1	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30559	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	Yes	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	5	No	No	Untreated bednet	2017-04-06	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	5	3	3 or more	3	2 or more	Yes	No	Yes	No	No	0	0	1	1	Yes	No	Yes	No	Thatched	Thatched	1	1	3	1	3	Yes	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30552	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Protected spring	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	1		No	Untreated bednet	2017-05-04	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	0	0	Yes	No				1	1	1	4	Yes		No	No	Thatched	Thatched	1	1	2	2	1	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30364		3 or more	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	3	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	1		No	No bednet	2017-03-31	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	3	3 or more	1	1	Yes	No				2	2	3	7	No		No	No	Iron sheets	Iron sheets/wood	2	2	3	3	4	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30655	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	2		No	No bednet	2017-03-03	Completed	Middle	Covered pit latrine no slab	No	VIP or covered pit latrine	Paraffin - wick lamp	0	2	2 or less	0	0	Yes	No				3	3	6	5	Yes		No	No	Thatched	Thatched	1	0	12	2	5	Yes		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30415	2	<= 2	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Sometimes	1		No	No bednet	2017-05-04	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Candles	0	3	3 or more	1	1	Yes	No				3	3	1	5	No		No	No	Iron sheets	Iron sheets/wood	2	1	2	2	2	No		Yes	No	Car/motorcycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30178	2	<= 2	No				No	No	Yes	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2016-10-26	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	2	2 or less	2	2 or more	Yes	No				0	0	0	1	Yes		No	No	Thatched	Thatched	1	1	3	1	2	No		No	No	Public transport (bus, taxi)		Mud and poles	Thatched or mud	No
h_30014	3	3 or more	No				No	No	No	Yes	On a mattress/mat on the ground	4	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	1		No	Bednet - treatment unknown	2016-10-03	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	2	2 or less	0	0	No	No				0	0	2	2	No		No	No	Iron sheets	Iron sheets/wood	2	2	4	1	4	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30320	1	<= 2	Yes	1	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	Yes		Protected spring	Modern	Eaves not present	Partially covered	No	No	Cement/concrete	Concrete/wood/stones	Sometimes	1		No	No bednet	2017-04-13	Completed	Least poor	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	0	2	2 or less	2	2 or more	Yes	No				2	2	2	3	Yes		No	No	Iron sheets	Iron sheets/wood	2	3	5	2	2	Yes		Yes	Yes	Bicycle		Burnt bricks with plaster/cement	Plaster or cement	No
h_30207	1	<= 2	No				No	No	No	Yes	On a mattress/mat on the ground	2	Yes	No	No	No	Yes	Yes	No		No		Firewood	Uganda	No		Protected public well	Traditional	Eaves present	Partially covered	Partially	No	Earth and dung	Earth	Never	16		No	Untreated bednet	2016-10-30	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	5	3	3 or more	2	2 or more	No	No				1	1	1	1	Yes		No	No	Thatched	Thatched	1	2	2	1	2	Yes		Yes	No	Public transport (bus, taxi)		Mud and poles	Thatched or mud	No
h_30396	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Sometimes	1		No	Bednet - treatment unknown	2017-03-31	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	2	2 or less	1	1	No	No				0	0	1	1	No		No	No	Thatched	Thatched	1	0	1	1	1	No		No	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30349																								Uganda														No	No bednet	2017-04-30	Entire household absent for extended period of time																																							
h_30810	5	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground	3	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Seldom	3		No	No bednet	2017-07-20	Completed	Least poor	Covered pit latrine no slab	No	VIP or covered pit latrine	Solar	3	3	3 or more	1	1	Yes	No				0	0	0	2	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	3	2	3	Yes		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30432	0	None	No				No	No	No	Yes	On a mattress/mat on the ground	1	No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Never	2		Yes	ITN	2017-04-14	Completed	Poorest	Covered pit latrine w/slab	No	VIP or covered pit latrine	Candles	0	2	2 or less	0	0	Yes	No				0	3	0	4	No		No	No	Iron sheets	Iron sheets/wood	2	2	2	1	3	No		Yes	No	Walking		Burnt bricks with plaster/cement	Plaster or cement	No
h_30316	0	None	No				No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	2		No	No bednet	2017-01-23	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	2	3	3 or more	2	2 or more	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	1	1	1	Yes		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30401	0	None	Yes	6+	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Charcoal	Uganda	No		Open well in yard/compound	Modern	Eaves not present			No	Cement/concrete	Concrete/wood/stones	Never	1		No	No bednet	2017-04-09	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Torch/battery powered lamp	0	3	3 or more	6	2 or more	Yes	No				1	1	1	1	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	1	1	1	No		Yes	No	Car/motorcycle		Un-burnt bricks with plaster/cement	Plaster or cement	No
h_30878	0	None	Yes	2	Partially covered	Yes	No	No	No	Yes	On a bed/platform raised off the ground	3	Yes	No	No	No	Yes	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves not present			No	Earth and dung	Earth	Never	98		Yes	ITN	2017-07-30	Completed	Least poor	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	1	3	3 or more	2	2 or more	Yes	No				0	0	0	0	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	3	1	2	Yes		Yes	No	Walking		Burnt bricks with mud	Thatched or mud	No
h_30787		3 or more	Yes	2	Open	Yes	No	No	No	Yes	On a bed/platform raised off the ground	1	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Modern	Eaves present	Partially covered	Yes	No	Cement/concrete	Concrete/wood/stones	Sometimes	3		No	No bednet	2017-07-23	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Solar	2	2	2 or less	0	0	Yes	No				0	1	2	3	Yes		No	No	Iron sheets	Iron sheets/wood	1	1	2	2	2	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30469	5	3 or more	No				No	No	No	Yes	On a bed/platform raised off the ground		No	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	5		No	Untreated bednet	2017-04-26	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp		2	2 or less	1	1	Yes	No				1	1	1	2	No		No	No	Thatched	Thatched	1	2	3	2	2	No		Yes	No	Walking		Mud and poles	Thatched or mud	No
h_30696	10	3 or more	No				No	No	No	Yes	Directly on the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Never	3		No	No bednet	2017-05-29	Completed	Middle	Uncovered pit latrine w/slab	No	Uncovered pit latrine or no facilities	Solar	1	2	2 or less	0	0	Yes	No				0	2	1	4	No		No	No	Thatched	Thatched	1	0	1	1	1	No		Yes	No	Car/motorcycle		Mud and poles	Thatched or mud	No
h_30671	1	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	No	No	No	No	No	Yes	No		No	No	Firewood	Uganda	No	No	Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	1	No	No	No bednet	2017-05-26	Completed	Poorest	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	1	2	2 or less	0	0	No	No	Yes	No	No	0	1	1	3	No	No	Yes	No	Thatched	Thatched	1	1	2	2	1	No	No	Yes	No	Walking	No	Mud and poles	Thatched or mud	No
h_30111	2	<= 2	No				No	No	No	Yes	On a bed/platform raised off the ground	2	Yes	No	No	No	No	Yes	No		No		Firewood	Uganda	No		Borehole	Traditional	Eaves present	Partially covered	Yes	No	Earth and dung	Earth	Seldom	2		No	No bednet	2016-11-01	Completed	Middle	Uncovered pit latrine no slab	No	Uncovered pit latrine or no facilities	Paraffin - wick lamp	3	3	3 or more	3	2 or more	Yes	No				0	0	1	1	Yes		No	No	Thatched	Thatched	1	1	2	3	1	No		No	No	Bicycle		Mud and poles	Thatched or mud	No
